code,title,class_kind,parent,module
XM9RW3,Empagliflozin,category,,MMS
XM66V1,Ertugliflozin,category,,MMS
XM8Y84,Ipragliflozin,category,,MMS
XM7947,Sotagliflozin,category,,MMS
XM65E7,Tolrestat,category,,MMS
XM5374,Cholecystokinin,category,,MMS
XM94X8,Collagen,category,,MMS
XM2UE2,Chymopapain,category,,MMS
XM6F64,Bromelains,category,,MMS
XM4GT8,Ipriflavone,category,,MMS
XM2P79,Denosumab,category,,MMS
XM4MQ4,Burosumab,category,,MMS
XM7AJ2,Romosozumab,category,,MMS
XM9589,Allopurinol,category,,MMS
XM47Z2,Tisopurine,category,,MMS
XM0K04,Febuxostat,category,,MMS
XM0WT0,Probenecid,category,,MMS
XM7K05,Sulfinpyrazone,category,,MMS
XM9DK8,Benzbromarone,category,,MMS
XM3WF1,Isobromindione,category,,MMS
XM95H8,Lesinurad,category,,MMS
XM2D08,Atophan,category,,MMS
XM3WA0,Cinchophen,category,,MMS
XM0M93,Ethebenecid,category,,MMS
XM5VG7,Neocinchophen,category,,MMS
XM6FA5,Oxipurinol,category,,MMS
XM3JP7,Phenoquin,category,,MMS
XM9TL4,Pegloticase,category,,MMS
XM8KC2,Calcium,category,,MMS
XM8278,Potassium,category,,MMS
XM1ZS4,Sodium,category,,MMS
XM1U95,Zinc,category,,MMS
XM5TD2,Magnesium,category,,MMS
XM1VS5,Fluoride,category,,MMS
XM47M7,Selenium,category,,MMS
XM7NQ3,Glycine,category,,MMS
XM7JQ2,Travert,category,,MMS
XM09R3,Cod-liver oil,category,,MMS
XM9FC4,Yeast,category,,MMS
XM5BJ8,Mannitol,category,,MMS
XM4HL5,Carbamide,category,,MMS
XM62S0,Antikaluretic,category,,MMS
XM7BR0,Dextrose,category,,MMS
XM2S34,Glycerophosphate,category,,MMS
XM9XU2,Levulose,category,,MMS
XM03B7,Potassium-removing resin,category,,MMS
XM5KE7,Potassium-retaining Drug,category,,MMS
XM9Y86,Sucrose,category,,MMS
XM6JX1,Carnitine,category,,MMS
XM5S14,Electrolytes,category,,MMS
XM9QW3,Trometamol,category,,MMS
XM7345,ademetionine,category,,MMS
XM1P36,Glutamine,category,,MMS
XM85F8,Mercaptamine,category,,MMS
XM4YU3,Carbohydrates,category,,MMS
XM5W29,Aminometradine,category,,MMS
XM2E81,Amisometradine,category,,MMS
XM8U06,Anhydron,category,,MMS
XM8TM1,Benzothiadiazides,category,,MMS
XM0JW3,Benzylhydrochlorthia-zide,category,,MMS
XM80T6,Chlorazanil,category,,MMS
XM6946,Chlormerodrin,category,,MMS
XM4JM8,Diupres,category,,MMS
XM4D06,Diuretic,category,,MMS
XM04R3,Diurgin,category,,MMS
XM5L31,Flumethiazide,category,,MMS
XM8T28,Hydromox,category,,MMS
XM8HM6,Meralluride,category,,MMS
XM5R34,Merbaphen,category,,MMS
XM1SB8,Mercaptomerin,category,,MMS
XM3PF7,Mercumatilin,category,,MMS
XM3L13,Mercurophylline,category,,MMS
XM7660,Regroton,category,,MMS
XM9409,Saluretic,category,,MMS
XM9VJ2,Thiomercaptomerin,category,,MMS
XM1177,Thiomerin,category,,MMS
XM0YS2,Tiamizide,category,,MMS
XM3YV1,Tripamide,category,,MMS
XM3K70,Low-ceiling Diuretics,category,,MMS
XM5FV5,Altizide,category,,MMS
XM64R7,Bendroflumethiazide,category,,MMS
XM7Q17,Benzthiazide,category,,MMS
XM83Q3,Butizide,category,,MMS
XM3PJ4,Chlorothiazide,category,,MMS
XM4SP9,Cyclopenthiazide,category,,MMS
XM1PM4,Cyclothiazide,category,,MMS
XM71N6,Disulfamide,category,,MMS
XM8532,Epitizide,category,,MMS
XM6910,Hydrochlorothiazide,category,,MMS
XM2671,Hydroflumethiazide,category,,MMS
XM3EW9,Mebutizide,category,,MMS
XM9T97,Methyclothiazide,category,,MMS
XM1DC4,Penflutizide,category,,MMS
XM7NZ7,Polythiazide,category,,MMS
XM26G2,Teclothiazide,category,,MMS
XM1L59,Trichlormethiazide,category,,MMS
XM4AF6,Mersalyl,category,,MMS
XM0G11,Cicletanine,category,,MMS
XM6U69,Low-ceiling Diuretic sulfonamides,category,,MMS
XM3WN8,Quinethazone,category,,MMS
XM7A66,Clopamide,category,,MMS
XM51L8,Chlortalidone,category,,MMS
XM1DG9,Mefruside,category,,MMS
XM0EZ6,Clofenamide,category,,MMS
XM7G39,Metolazone,category,,MMS
XM3GK5,Meticrane,category,,MMS
XM4U11,Xipamide,category,,MMS
XM49L3,Indapamide,category,,MMS
XM8GT1,Clorexolone,category,,MMS
XM6CD1,Fenquizone,category,,MMS
XM3L93,Potassium-sparing agents,category,,MMS
XM94A6,Aldosterone,category,,MMS
XM1ML2,Canrenone,category,,MMS
XM0TH6,Eplerenone,category,,MMS
XM1JS8,Spironolactone,category,,MMS
XM1SM2,Amiloride,category,,MMS
XM5SJ5,Triamterene,category,,MMS
XM1H00,Etozolin,category,,MMS
XM06E2,Lasix,category,,MMS
XM6M47,Muzolimine,category,,MMS
XM8UE3,Furosemide,category,,MMS
XM6MV2,Bumetanide,category,,MMS
XM9ML2,Piretanide,category,,MMS
XM4DR4,Torasemide,category,,MMS
XM9LF5,Tolvaptan,category,,MMS
XM25L2,Conivaptan,category,,MMS
XM4HZ4,Salt-retaining mineralocorticoid,category,,MMS
XM9SX2,Deoxycortone,category,,MMS
XM6PJ9,Desoxycorticosteroid,category,,MMS
XM9HZ6,Desoxycortone,category,,MMS
XM6JQ6,Fludrocortisone,category,,MMS
XM9X54,Mineralocorticosteroid,category,,MMS
XM75Z5,Ergocalciferol,category,,MMS
XM37C2,Dihydrotachysterol,category,,MMS
XM3NT7,Alfacalcidol,category,,MMS
XM85V3,Calcitriol,category,,MMS
XM11C6,Cholecalciferol,category,,MMS
XM8SM6,Calcifediol,category,,MMS
XM5HF5,Benfotiamine,category,,MMS
XM4PS9,Nicotinamide,category,,MMS
XM8V93,Riboflavin,category,,MMS
XM9RX3,Biotin,category,,MMS
XM41P5,Dexpanthenol,category,,MMS
XM50T4,Thiamine,category,,MMS
XM42G9,sulbutiamine,category,,MMS
XM3UQ2,Acetiamine,category,,MMS
XM3HE8,Bisbentiamine,category,,MMS
XM5LG0,Bisbutiamine,category,,MMS
XM8SY7,Cetotiamine,category,,MMS
XM20C9,Fursultiamine,category,,MMS
XM9609,Octotiamine,category,,MMS
XM72U8,Panthenol,category,,MMS
XM7D01,Prosultiamine,category,,MMS
XM5MM0,Pyridoxine,category,,MMS
XM1PU6,Tocopherol,category,,MMS
XM4BD4,Chlorophyll,category,,MMS
XM31S0,Thioctamide,category,,MMS
XM7E89,Betacarotene,category,,MMS
XM4BT6,Retinol,category,,MMS
XM1F53,Diastase,category,,MMS
XM5888,Multienzymes,category,,MMS
XM2VN0,Protease,category,,MMS
XM3UE5,Pepsin,category,,MMS
XM96V4,Alglucerase,category,,MMS
XM7EN2,Imiglucerase,category,,MMS
XM4PC4,Laronidase,category,,MMS
XM69V4,Sacrosidase,category,,MMS
XM11U1,Galsulfase,category,,MMS
XM3Z98,Idursulfase,category,,MMS
XM8F43,Pegvaliase,category,,MMS
XM5RS5,Silymarin,category,,MMS
XM6T01,Epomediol,category,,MMS
XM1GT0,Ornithine,category,,MMS
XM03F0,Piprozolin,category,,MMS
XM0HT0,Hymecromone,category,,MMS
XM2EM9,Cyclobutyrol,category,,MMS
XM0413,Citiolone,category,,MMS
XM56J1,Monooctanoin,category,,MMS
XM44G8,Orazamide,category,,MMS
XM3E24,Tidiacic,category,,MMS
XM9UB7,Benfluorex,category,,MMS
XM5VK3,Phentermine,category,,MMS
XM5TZ8,Fenfluramine,category,,MMS
XM84W9,Amfepramone,category,,MMS
XM5WS4,Dexfenfluramine,category,,MMS
XM25W6,Mazindol,category,,MMS
XM8K95,Cathine,category,,MMS
XM2NX7,Clobenzorex,category,,MMS
XM3DL8,Mefenorex,category,,MMS
XM7830,Etilamfetamine,category,,MMS
XM13P5,Sibutramine,category,,MMS
XM4NN9,Lorcaserin,category,,MMS
XM54E8,Aminorex,category,,MMS
XM4DD3,Benzphetamine,category,,MMS
XM16Q1,Chlorphentermine,category,,MMS
XM3AJ4,Cloforex,category,,MMS
XM8H60,Clortermine,category,,MMS
XM5FP0,Diethylpropion,category,,MMS
XM1145,Fenproporex,category,,MMS
XM4PR1,Phenbutrazate,category,,MMS
XM6AJ3,Phendimetrazine,category,,MMS
XM73T8,Phenmetrazine,category,,MMS
XM0NL0,Orlistat,category,,MMS
XM7GX4,Rimonabant,category,,MMS
XM48Z9,Amfetamine,category,,MMS
XM2154,Fencamfamin,category,,MMS
XM8N26,Fenetylline,category,,MMS
XM4SD7,Lisdexamfetamine,category,,MMS
XM0462,Solriamfetol,category,,MMS
XM1843,Nitisinone,category,,MMS
XM19C6,Miglustat,category,,MMS
XM6ZV0,Sapropterin,category,,MMS
XM0K95,Eliglustat,category,,MMS
XM6QN8,Migalastat,category,,MMS
XM7291,Inositol,category,,MMS
XM9J35,Adenine,category,,MMS
XM4MG6,Imidapril,category,,MMS
XM72L5,Angiotensin-converting-enzyme inhibitors,category,,MMS
XM3FH7,Renin-inhibitors,category,,MMS
XM9N15,Zofenopril,category,,MMS
XM8091,Spirapril,category,,MMS
XM2A48,Ramipril,category,,MMS
XM3DU1,Quinapril,category,,MMS
XM58G7,Perindopril,category,,MMS
XM7TF8,Lisinopril,category,,MMS
XM4Z53,Fosinopril,category,,MMS
XM5609,Enalaprilat,category,,MMS
XM6X56,Enalapril,category,,MMS
XM1AZ4,Cilazapril,category,,MMS
XM6P97,Captopril,category,,MMS
XM0HG1,Benazepril,category,,MMS
XM7DY0,Losartan,category,,MMS
XM2F90,Eprosartan,category,,MMS
XM29M2,Valsartan,category,,MMS
XM1935,Irbesartan,category,,MMS
XM0T42,Tasosartan,category,,MMS
XM4168,Candesartan,category,,MMS
XM2P63,Telmisartan,category,,MMS
XM5GC5,Azilsartan,category,,MMS
XM2T51,Fimasartan,category,,MMS
XM3YY8,Alacepril,category,,MMS
XM3F15,Trandolapril,category,,MMS
XM3DT0,Delapril,category,,MMS
XM6DX1,Moexipril,category,,MMS
XM25N5,Temocapril,category,,MMS
XM7AU9,Simvastatin,category,,MMS
XM7SM7,Pravastatin,category,,MMS
XM72M6,Lovastatin,category,,MMS
XM5UF1,Fluvastatin,category,,MMS
XM2WF6,Atorvastatin,category,,MMS
XM0M94,Cerivastatin,category,,MMS
XM6NK5,Rosuvastatin,category,,MMS
XM8420,Pitavastatin,category,,MMS
XM1KP1,Fibrates,category,,MMS
XM19J9,Clofibrate,category,,MMS
XM3F75,Bezafibrate,category,,MMS
XM01S9,Gemfibrozil,category,,MMS
XM73E0,Fenofibrate,category,,MMS
XM6MW5,Simfibrate,category,,MMS
XM39Z8,Ronifibrate,category,,MMS
XM9HU7,Ciprofibrate,category,,MMS
XM4390,Etofibrate,category,,MMS
XM93U8,Clofibride,category,,MMS
XM0HQ4,Colestyramine,category,,MMS
XM0KK8,Colestipol,category,,MMS
XM5RQ3,Colextran,category,,MMS
XM6MC3,Colesevelam,category,,MMS
XM48Y3,Ciclonicate,category,,MMS
XM6QT0,Acipimox,category,,MMS
XM2GM2,B-benzalbutyramide,category,,MMS
XM4KW6,B-sitosterol (s),category,,MMS
XM6BA8,benzalbutyramide,category,,MMS
XM43X4,Binifibrate,category,,MMS
XM35X4,Cholesterol-lowering agents,category,,MMS
XM2LR7,Clinofibrate,category,,MMS
XM8K49,Detaxtran,category,,MMS
XM8FC2,Ethylparachlorophen-oxyisobutyrate,category,,MMS
XM0TN1,Etiroxate,category,,MMS
XM4E46,Halofenate,category,,MMS
XM0KD7,Mesoglycan,category,,MMS
XM68L2,Pirozadil,category,,MMS
XM4UK3,Probucol,category,,MMS
XM5F26,Sitosterols,category,,MMS
XM2LX5,Soysterol,category,,MMS
XM95B1,Triparanol,category,,MMS
XM2KC4,Omega-3-triglycerides,category,,MMS
XM2AL6,Tiadenol,category,,MMS
XM44B6,Meglutol,category,,MMS
XM9HP8,Policosanol,category,,MMS
XM5BK7,Ezetimibe,category,,MMS
XM7049,Mipomersen,category,,MMS
XM3RL5,Lomitapide,category,,MMS
XM9F64,Evolocumab,category,,MMS
XM1LB0,Alirocumab,category,,MMS
XM1BZ0,Felodipine,category,,MMS
XM1SC0,Isradipine,category,,MMS
XM3L32,Nicardipine,category,,MMS
XM3N90,Nifedipine,category,,MMS
XM5TX8,Nimodipine,category,,MMS
XM5W45,Nisoldipine,category,,MMS
XM17Z8,Nitrendipine,category,,MMS
XM2QH8,Lacidipine,category,,MMS
XM68M5,Amlodipine,category,,MMS
XM6PC3,Nilvadipine,category,,MMS
XM3GA2,Manidipine,category,,MMS
XM84M5,Barnidipine,category,,MMS
XM3MV9,Lercanidipine,category,,MMS
XM3TF3,Cilnidipine,category,,MMS
XM8EW6,Benidipine,category,,MMS
XM5GS7,Clevidipine,category,,MMS
XM5GX3,Verapamil,category,,MMS
XM2WH6,Gallopamil,category,,MMS
XM6GX5,Mibefradil,category,,MMS
XM5K59,Diltiazem,category,,MMS
XM1EL1,Tiapamil,category,,MMS
XM3BC0,Oxodipine,category,,MMS
XM2JS2,Non-selective Calcium-channel blockers,category,,MMS
XM1LR8,Bepridil,category,,MMS
XM5BR3,Fendiline,category,,MMS
XM3NU8,Lidoflazine,category,,MMS
XM0QK0,Acetyldigitoxin,category,,MMS
XM1640,Acetyldigoxin,category,,MMS
XM8VJ6,Digoxin,category,,MMS
XM13W9,Digitoxin,category,,MMS
XM8XH2,Deslanoside,category,,MMS
XM37V6,Metildigoxin,category,,MMS
XM2505,Gitoformate,category,,MMS
XM1EG1,Proscillaridin,category,,MMS
XM30Z9,Cymarin,category,,MMS
XM9YU9,G-Strophantin,category,,MMS
XM3WU3,Peruvoside,category,,MMS
XM0QD0,Amrinone,category,,MMS
XM6JT4,Milrinone,category,,MMS
XM2H68,Enoximone,category,,MMS
XM4BC1,Bucladesine,category,,MMS
XM9NM4,Dopamine,category,,MMS
XM2A75,Norfenefrine,category,,MMS
XM5HS9,Oxedrine,category,,MMS
XM6L38,Metaraminol,category,,MMS
XM2CG2,Methoxamine,category,,MMS
XM4B54,Gepefrine,category,,MMS
XM1641,Ibopamine,category,,MMS
XM6LP2,Dimetofrine,category,,MMS
XM4ZY2,Dopexamine,category,,MMS
XM79K5,Midodrine,category,,MMS
XM91X4,Fenoldopam,category,,MMS
XM2BX9,Cafedrine,category,,MMS
XM1CS6,Theodrenaline,category,,MMS
XM9QY5,Dexmedetomidine,category,,MMS
XM7AV8,Fenoxazoline,category,,MMS
XM0H59,Indanazoline,category,,MMS
XM5J98,Metizoline,category,,MMS
XM3Q12,Naphazoline,category,,MMS
XM4KH5,Oxymetazoline,category,,MMS
XM4435,Propylhexedrine,category,,MMS
XM1RJ9,Tramazoline,category,,MMS
XM8706,Tuaminoheptane,category,,MMS
XM0240,Tymazoline,category,,MMS
XM8US0,Xylometazoline,category,,MMS
XM10L5,Angiotensin,category,,MMS
XM3D85,Beclomethasone,category,,MMS
XM4E14,Dobutamine,category,,MMS
XM18Q9,Prenalterol,category,,MMS
XM5HL3,Racepinephrine,category,,MMS
XM1CS3,Ritodrine,category,,MMS
XM8MA0,Salbutamol,category,,MMS
XM6NE3,Terbutaline,category,,MMS
XM2HS2,Fenoterol,category,,MMS
XM3NS3,Clenbuterol,category,,MMS
XM7MM4,Reproterol,category,,MMS
XM2YD0,Procaterol,category,,MMS
XM15R7,Bitolterol,category,,MMS
XM2U16,Bambuterol,category,,MMS
XM51C1,Indacaterol,category,,MMS
XM1QR3,Olodaterol,category,,MMS
XM05Y4,Broxaterol,category,,MMS
XM4ZB3,Carbuterol,category,,MMS
XM22C3,Rimiterol,category,,MMS
XM1GA5,Hexoprenaline,category,,MMS
XM8ZC3,Isoetarine,category,,MMS
XM1QR7,Pirbuterol,category,,MMS
XM3GQ2,Tretoquinol,category,,MMS
XM2YE0,Tulobuterol,category,,MMS
XM6B34,Salmeterol,category,,MMS
XM27W7,Clorprenaline,category,,MMS
XM4YX5,Etafedrine,category,,MMS
XM55D7,Ibuterol,category,,MMS
XM6EU7,Levalbuterol,category,,MMS
XM6KG3,Isoprenaline,category,,MMS
XM6AG0,Orciprenaline,category,,MMS
XM78W6,Methoxyphenamine,category,,MMS
XM9TS0,Octopamine,category,,MMS
XM17S3,Arbutamine,category,,MMS
XM0FE9,Protokylol,category,,MMS
XM0SY1,B-Acetyldigoxin,category,,MMS
XM1W74,Cerberin,category,,MMS
XM0V98,Digitoxose,category,,MMS
XM0DG3,Gitalin,category,,MMS
XM8K74,Gitaloxin,category,,MMS
XM7KP5,Lanatosides,category,,MMS
XM2X57,Meproscillarin,category,,MMS
XM6AA6,Oleandrin,category,,MMS
XM02F5,Pengitoxin,category,,MMS
XM77L9,Squill,category,,MMS
XM5W67,Strofantina,category,,MMS
XM2AW9,Strophantin,category,,MMS
XM0EP6,Angiotensinamide,category,,MMS
XM45U9,Xamoterol,category,,MMS
XM88B5,Levosimendan,category,,MMS
XM8AL5,Quinidine,category,,MMS
XM4MK3,Procainamide,category,,MMS
XM8B35,Disopyramide,category,,MMS
XM9ZC0,Sparteine,category,,MMS
XM5CS7,Ajmaline,category,,MMS
XM18V8,Lorajmine,category,,MMS
XM0D87,Hydroquinidine,category,,MMS
XM6FW1,Prajmaline,category,,MMS
XM2BR1,Lidocaine,category,,MMS
XM3XK1,Mexiletine,category,,MMS
XM1V81,Tocainide,category,,MMS
XM37J0,Aprindine,category,,MMS
XM9R82,Propafenone,category,,MMS
XM1E38,Flecainide,category,,MMS
XM04P2,Lorcainide,category,,MMS
XM6TZ8,Encainide,category,,MMS
XM23Q8,Ethacizine,category,,MMS
XM3ZJ7,Amiodarone,category,,MMS
XM56N7,Bunaftine,category,,MMS
XM1143,Dofetilide,category,,MMS
XM8AA1,Ibutilide,category,,MMS
XM8QN8,Tedisamil,category,,MMS
XM8K75,Dronedarone,category,,MMS
XM1SV2,Cibenzoline,category,,MMS
XM6KX7,Moracizine,category,,MMS
XM6602,Vernakalant,category,,MMS
XM0KK7,Antidysrhythmic,category,,MMS
XM0Y13,Pilsicainide,category,,MMS
XM1NG6,Quinaglute,category,,MMS
XM7MH8,Tiracizine,category,,MMS
XM9SB3,Rescinnamine,category,,MMS
XM7424,Deserpidine,category,,MMS
XM0ND0,Methoserpidine,category,,MMS
XM2764,Reserpine,category,,MMS
XM64M5,Bietaserpine,category,,MMS
XM9G49,Methyldopa,category,,MMS
XM6GV8,Clonidine,category,,MMS
XM5KP4,Guanfacine,category,,MMS
XM9SU8,Tolonidine,category,,MMS
XM4NH5,Moxonidine,category,,MMS
XM6AB8,Rilmenidine,category,,MMS
XM7NT3,Ganglion-blocking antiadrenergic agents,category,,MMS
XM8LD0,Betanidine,category,,MMS
XM3QD6,Guanethidine,category,,MMS
XM3952,Guanoxan,category,,MMS
XM4L51,Debrisoquine,category,,MMS
XM4189,Guanoclor,category,,MMS
XM4L63,Guanoxabenz,category,,MMS
XM6N54,Guanazodine,category,,MMS
XM8YG1,Diazoxide,category,,MMS
XM2FP9,Dihydralazine,category,,MMS
XM8D89,Hydralazine,category,,MMS
XM1KN9,Endralazine,category,,MMS
XM33U1,Cadralazine,category,,MMS
XM4KA3,Bosentan,category,,MMS
XM8HR5,Ambrisentan,category,,MMS
XM7WR2,Sitaxentan,category,,MMS
XM21T1,Macitentan,category,,MMS
XM8BU0,Riociguat,category,,MMS
XM4NN7,Alkavervir,category,,MMS
XM28Y3,Alseroxylon,category,,MMS
XM6T97,Amiquinsin,category,,MMS
XM0CY8,Apresoline,category,,MMS
XM5E71,Budralazine,category,,MMS
XM24X9,Dihydrazine,category,,MMS
XM7NV2,Guanabenz,category,,MMS
XM5ET8,Guanacline,category,,MMS
XM5JL6,Guanadrel,category,,MMS
XM7TE8,Guanoctine,category,,MMS
XM1LN2,Harmonyl,category,,MMS
XM7W35,Methyldopate,category,,MMS
XM1F18,Metirosine,category,,MMS
XM7HA8,Moderil,category,,MMS
XM1U35,Pargyline,category,,MMS
XM01D4,Raudixin,category,,MMS
XM74W2,Rautina,category,,MMS
XM5FH0,Rautotal,category,,MMS
XM5PW7,Rauwoldin,category,,MMS
XM00F2,Saralasin,category,,MMS
XM6E07,Serpasil,category,,MMS
XM8AK5,Syrosingopine,category,,MMS
XM3HS0,Teprotide,category,,MMS
XM5T36,Todralazine,category,,MMS
XM48R9,Veratrine,category,,MMS
XM8BQ9,Veratrum,category,,MMS
XM0YY0,Ketanserin,category,,MMS
XM0DY4,Propatylnitrate,category,,MMS
XM55H8,Trolnitrate,category,,MMS
XM5KH9,Tenitramine,category,,MMS
XM01Q8,Isosorbide,category,,MMS
XM6801,Amikhelline,category,,MMS
XM5QW3,Bendazol,category,,MMS
XM3K91,Benziodarone,category,,MMS
XM38C7,Carbocromen,category,,MMS
XM0SG8,Cromonar,category,,MMS
XM0MW9,Diisopropylamine,category,,MMS
XM1E15,Dilazep,category,,MMS
XM8Q26,Dimoxyline,category,,MMS
XM5M47,Efloxate,category,,MMS
XM3ZB0,Etafenone,category,,MMS
XM3E93,Fenalcomine,category,,MMS
XM6QE9,Fluorosol,category,,MMS
XM8Y13,Heptaminol,category,,MMS
XM4A49,Hexadiline,category,,MMS
XM5MP5,Hexobendine,category,,MMS
XM9PV4,Khellin,category,,MMS
XM39T6,Khelloside,category,,MMS
XM5720,Molsidomine,category,,MMS
XM7HW6,Nicorandil,category,,MMS
XM0A82,Organonitrate,category,,MMS
XM5YA6,Oxyfedrine,category,,MMS
XM2N57,Pentaerythritol,category,,MMS
XM3VX9,Pentrinat,category,,MMS
XM7F31,Perhexiline,category,,MMS
XM7FE6,Piridoxilate,category,,MMS
XM4K89,Prenylamine,category,,MMS
XM24R2,Trapidil,category,,MMS
XM8YZ8,Trinitrine,category,,MMS
XM23M8,Flosequinan,category,,MMS
XM6V17,Imolamine,category,,MMS
XM0UA6,Cinepazet,category,,MMS
XM30L8,Cloridarol,category,,MMS
XM5AY1,Linsidomine,category,,MMS
XM2460,Nesiritide,category,,MMS
XM1M18,Serelaxin,category,,MMS
XM2VG8,Regadenoson,category,,MMS
XM1HP8,Meldonium,category,,MMS
XM6G82,Tadalafil,category,,MMS
XM9AZ1,Vardenafil,category,,MMS
XM65A3,Sildenafil,category,,MMS
XM1269,Azapetine,category,,MMS
XM3GB4,Bencyclane,category,,MMS
XM3FH5,Brovincamine,category,,MMS
XM3B71,Buflomedil,category,,MMS
XM6XW8,Butalamine,category,,MMS
XM1UQ0,Cetiedil,category,,MMS
XM7LH3,Cinepazide,category,,MMS
XM16K3,Cyclandelate,category,,MMS
XM9Q04,Dihydroergocornine,category,,MMS
XM7K86,Dihydroergokryptine,category,,MMS
XM3WW1,Dihydroergotoxine,category,,MMS
XM9CH9,Etofylline,category,,MMS
XM8317,Hepronicate,category,,MMS
XM2LT4,Hydromethylpyridine,category,,MMS
XM86J1,Ifenprodil,category,,MMS
XM8MZ0,Kallidinogenase,category,,MMS
XM5TC7,Kallikrein,category,,MMS
XM6F75,Lipo-Alprostadil,category,,MMS
XM46T4,Minoxidil,category,,MMS
XM8YE5,Moxisylyte,category,,MMS
XM3J93,Naftidrofuryl,category,,MMS
XM3PK2,Niacin,category,,MMS
XM2GA2,Nicametate,category,,MMS
XM5TA2,Nicofuranose,category,,MMS
XM6B85,Nylidrin,category,,MMS
XM12T2,Phenoxybenzamine,category,,MMS
XM1B47,Raubasine,category,,MMS
XM9761,Suloctidil,category,,MMS
XM79S2,Thymoxamine,category,,MMS
XM1UM9,Vasodilan,category,,MMS
XM3LG1,Vinburnine,category,,MMS
XM51E4,Viquidil,category,,MMS
XM0BT5,2-amino-1-phenylethanol derivatives,category,,MMS
XM5RH0,Isoxsuprine,category,,MMS
XM0HU4,Bamethan,category,,MMS
XM5NP2,Phentolamine,category,,MMS
XM3BY1,Tolazoline,category,,MMS
XM5RL7,Pentifylline,category,,MMS
XM8BD1,Pentoxifylline,category,,MMS
XM9PA9,Pinacidil,category,,MMS
XM3VH9,Vincamine,category,,MMS
XM68C7,Visnadine,category,,MMS
XM5TD8,Nicergoline,category,,MMS
XM93Q7,Methylergometrine,category,,MMS
XM3LX6,Ergometrine,category,,MMS
XM5P25,Ergotamine,category,,MMS
XM4G36,Methysergide,category,,MMS
XM4E49,Lisuride,category,,MMS
XM4CT2,fasudil,category,,MMS
XM5021,Yohimbine,category,,MMS
XM1WB2,Avanafil,category,,MMS
XM4914,Udenafil,category,,MMS
XM8ZY5,Aurantiin,category,,MMS
XM6YS0,Benzopyrone,category,,MMS
XM1H36,Escin,category,,MMS
XM8AB2,Ethoxazorutoside,category,,MMS
XM0WZ5,Hesperidin,category,,MMS
XM63M1,Leucocianidol,category,,MMS
XM4U20,Metescufylline,category,,MMS
XM6102,Phenopyrazone,category,,MMS
XM6EY7,Pholedrine,category,,MMS
XM62Q1,Adenosine,category,,MMS
XM3PB7,Trimetazidine,category,,MMS
XM5FW1,Camphora,category,,MMS
XM6619,Creatinolfosfate,category,,MMS
XM8R77,Fosfocreatine,category,,MMS
XM4MP2,Ubidecarenone,category,,MMS
XM2UJ1,Acadesine,category,,MMS
XM09Q3,Ivabradine,category,,MMS
XM9DF5,Ranolazine,category,,MMS
XM41G5,Bioflavonoids,category,,MMS
XM5734,Rutoside,category,,MMS
XM6UE1,Diosmin,category,,MMS
XM71U2,Troxerutin,category,,MMS
XM7EF1,monoxerutin,category,,MMS
XM2SA0,hidrosmin,category,,MMS
XM6N03,Tribenoside,category,,MMS
XM1PT0,Naftazone,category,,MMS
XM93T6,Esculin,category,,MMS
XM3WS8,Monoethanolamine,category,,MMS
XM4DD8,Polidocanol,category,,MMS
XM81W1,Sotradecol,category,,MMS
XM36U7,Alpha-and beta-adrenoreceptor agonists,category,,MMS
XM9187,Etilefrine,category,,MMS
XM6RQ3,Mephentermine,category,,MMS
XM3273,Epinephrine,category,,MMS
XM5H72,Ephedrine,category,,MMS
XM7B75,Droxidopa,category,,MMS
XM9K94,Ethylnorepinephrine,category,,MMS
XM1H52,Cinnamedrine,category,,MMS
XM39Y4,Thenyldiamine,category,,MMS
XM2V55,Phenyltoloxamine,category,,MMS
XM7D21,Paredrine,category,,MMS
XM81D8,Norepinephrine,category,,MMS
XM7RF2,Moxastine,category,,MMS
XM8TK4,Methaphenilene,category,,MMS
XM2305,Homochlorcyclizine,category,,MMS
XM59T1,Embramine,category,,MMS
XM8ZH9,Dimenhydrinate,category,,MMS
XM29D4,Difenidol,category,,MMS
XM62B0,Dibenzheptropine,category,,MMS
XM8Y26,Cyclopentamine,category,,MMS
XM0Y33,Clemizole,category,,MMS
XM4PH8,Chlorothen,category,,MMS
XM66X7,Chlor-Trimeton,category,,MMS
XM0AN5,Cetoxime,category,,MMS
XM35M7,Benzquinamide,category,,MMS
XM0W81,Antistine,category,,MMS
XM6XN3,Phenylpropanolamine,category,,MMS
XM6ZQ3,Phenylephrine,category,,MMS
XM0CL2,Pseudoephedrine,category,,MMS
XM45W7,Prazosin,category,,MMS
XM3L37,Indoramin,category,,MMS
XM58X5,Doxazosin,category,,MMS
XM30L7,Urapidil,category,,MMS
XM6MJ9,Bunazosin,category,,MMS
XM4UW6,Dibenamine,category,,MMS
XM70W7,Dibenzyline,category,,MMS
XM3Y81,Hydergine,category,,MMS
XM3F82,Tamsulosin,category,,MMS
XM9LH2,Terazosin,category,,MMS
XM1C94,Alfuzosin,category,,MMS
XM7D19,Trimazosin,category,,MMS
XM1FQ5,Silodosin,category,,MMS
XM7R98,"beta-adrenoreceptor antagonists,Non selective",category,,MMS
XM2YK6,Alprenolol,category,,MMS
XM0M15,Oxprenolol,category,,MMS
XM2SH3,Pindolol,category,,MMS
XM3HA9,Propranolol,category,,MMS
